member_name	member_code	party	made_motion	vote	vote_num	purpose	purpose_notes	outcome	congress	committee	committee_code	report_num	report_part	res_type	res_num	res_title	notes
Rush, Bobby L.	29346	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Eshoo, Anna G.	29312	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Stupak, Bart	29360	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Engel, Eliot L.	15603	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Green, Gene	39304	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
DeGette, Diana	29710	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Capps, Lois	29774	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Doyle, Michael F.	29561	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Harman, Jane	29318	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Schakowsky, Janice D	29911	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Gonzalez, Charles A.	29943	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Inslee, Jay	29937	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Baldwin, Tammy	29940	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Ross, Mike	20102	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Weiner, Anthony D.	29926	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Matheson, Jim	20140	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Butterfield, George Kenneth, Jr. (G.K.)	20340	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Melancon, Charlie	20513	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Barrow, John	20507	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Hill, Baron P.	29914	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Matsui, Doris O.	20538	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Christensen, Donna Marie Christian	70501	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Castor, Kathy	20708	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Sarbanes, John P.	20724	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Murphy, Christopher S.	20707	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Space, Zachary T.	20741	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
McNerney, Jerry	20702	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Sutton, Betty	20740	100	1	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Braley, Bruce L.	20719	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Welch, Peter	20750	100	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Barton, Joe L.	15085	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Hall, Ralph M.	94828	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Upton, Frederick S.	15446	200	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Stearns, Clifford B.	15627	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Deal, Nathan	99342	200	0	3	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Whitfield, Edward	29525	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Shimkus, John M.	29718	200	0	1	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Shadegg, John	29501	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Blunt, Roy	29735	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Buyer, Stephen E.	29350	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Radanovich, George P.	29505	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Pitts, Joseph R.	29752	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
Bono, Mary	29775	200	0	0	66	Amendment	An amendment to the substitute amendment by Ms. Sutton, No. 1GGg, to provide that the Davis-Bacon provisions apply to ensure that prevailing wage rates are paid to workers on federally assisted construction activities related to this Act.	1	111	Energy and Commerce	128	137	1	HR	2454	American Clean Energy and Security Act of 2009	
